EdLevel,YearsCodePro,LanguageWorkedWith,DevType,ConvertedComp,Employment
Associate degree,12,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,"Developer, back-end",67178,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",21,Assembly;Bash/Shell/PowerShell;C;C++;C#;Clojure;Elixir;Erlang;Go;HTML/CSS;Java;JavaScript;PHP;Python;Ruby;Scala;SQL;Swift;TypeScript,"Engineer, site reliability",91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",40,Bash/Shell/PowerShell;Python;R;SQL;Other(s):,Designer,76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;Ruby;SQL,"Developer, QA or test",57407,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C#;VBA,Designer,53437,Employed full-time
Associate degree,12,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP,"Developer, front-end",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",33,Assembly;Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;PHP;SQL;VBA;Other(s):,Academic researcher,84736,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;Scala;SQL,"Developer, front-end",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;Java;JavaScript;PHP;TypeScript,"Developer, desktop or enterprise applications",49620,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",1,Python;R;Scala;SQL,Data or business analyst,70613,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,System administrator,141226,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C#;JavaScript,"Developer, back-end",57254,Employed full-time
Some college/university study without earning a degree,11,C#;HTML/CSS;JavaScript;SQL,"Developer, back-end",30535,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, full-stack",38169,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C;C++;Java;Python;SQL,"Developer, QA or test",69621,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C++;C#,"Developer, desktop or enterprise applications",96187,Employed full-time
Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;TypeScript,"Developer, back-end",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",4,Bash/Shell/PowerShell;Java,"Developer, back-end",55880,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, back-end",114508,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL;TypeScript,"Developer, full-stack",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;C++;C#;F#;Go;HTML/CSS;Java;JavaScript;PHP;SQL,"Developer, front-end",61071,Employed full-time
NA,5,HTML/CSS;JavaScript,"Developer, back-end",37,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,JavaScript,"Developer, front-end",66414,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Java;SQL,"Developer, desktop or enterprise applications",72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",22,Bash/Shell/PowerShell;Java;JavaScript;Objective-C;SQL;Swift;TypeScript,Marketing or sales professional,160000,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,HTML/CSS;JavaScript;TypeScript,"Developer, front-end",68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C;C++;C#;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"Developer, back-end",32062,Employed full-time
Associate degree,9,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,"Developer, full-stack",55727,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Ruby;SQL;TypeScript,"Developer, full-stack",137409,Employed full-time
Associate degree,14,HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",49620,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,C#;HTML/CSS;JavaScript;SQL,Database administrator,54964,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,HTML/CSS;JavaScript;Objective-C;SQL;Swift;TypeScript,"Developer, full-stack",29009,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Objective-C;PHP;Swift,"Developer, front-end",91606,Employed full-time
Associate degree,22,Go;Objective-C;Python;SQL,Designer,198480,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;Python;SQL,"Developer, embedded applications or devices",37940,Employed full-time
Some college/university study without earning a degree,3,Java;JavaScript;Kotlin;Ruby;SQL,"Developer, mobile",76339,Employed full-time
Associate degree,7,C#;Elixir;Go;HTML/CSS;Java;JavaScript;PHP,Engineering manager,76339,Employed full-time
Some college/university study without earning a degree,10,Bash/Shell/PowerShell;C;HTML/CSS;JavaScript;Python;SQL;TypeScript,Senior executive/VP,109932,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, desktop or enterprise applications",39696,Employed full-time
Associate degree,5,C#;Java,"Developer, front-end",55345,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",13,Java;JavaScript;Python;Other(s):,"Developer, full-stack",70995,Employed full-time
I never completed any formal education,13,HTML/CSS;JavaScript,"Developer, embedded applications or devices",80155,Employed full-time
Some college/university study without earning a degree,32,C++;C#;HTML/CSS;JavaScript,Engineering manager,110691,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Bash/Shell/PowerShell;C;Go;HTML/CSS;Java;JavaScript;Objective-C;PHP;Python;SQL;Swift;TypeScript;Other(s):,"Engineer, site reliability",57254,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Bash/Shell/PowerShell;C;Erlang;Scala;SQL;Other(s):,"Engineer, data",87789,Employed full-time
Associate degree,12,Assembly;C++,"Developer, desktop or enterprise applications",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,C#;SQL,"Developer, mobile",129775,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;R;SQL,Data or business analyst,68705,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"Developer, front-end",22896,Employed full-time
NA,3,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript,"Developer, desktop or enterprise applications",38169,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript;SQL,"Developer, full-stack",76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;JavaScript;PHP;Rust;SQL;TypeScript;WebAssembly,Designer,83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,Bash/Shell/PowerShell;Java;Python;SQL,DevOps specialist,64888,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;Python;Swift;TypeScript,"Developer, front-end",45803,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Database administrator,50383,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",11,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;PHP;Python;SQL,"Developer, back-end",62598,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,HTML/CSS;JavaScript;PHP;Python;SQL,Data or business analyst,53590,Employed full-time
Associate degree,2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;TypeScript,Designer,27864,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,C++;C#;HTML/CSS;JavaScript;PHP;SQL;Other(s):,"Developer, back-end",45803,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",26,Bash/Shell/PowerShell;Java;JavaScript;Kotlin;Swift,"Developer, desktop or enterprise applications",91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",15,HTML/CSS;JavaScript;R,"Developer, front-end",68705,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",10,Bash/Shell/PowerShell;Go;Java;PHP;Python;Scala;SQL,Engineering manager,99240,Employed full-time
Associate degree,21,Bash/Shell/PowerShell;C;C++;HTML/CSS;JavaScript;PHP;Python;SQL,Designer,91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,C;C++;C#,"Developer, game or graphics",54582,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Java;JavaScript,"Developer, back-end",72522,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;C;Clojure;Go;Java;Python,System administrator,151150,Employed full-time
Some college/university study without earning a degree,11,Go;HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, front-end",59544,Employed full-time
Some college/university study without earning a degree,4,Bash/Shell/PowerShell;Elixir;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;Swift,DevOps specialist,91606,Employed full-time
Some college/university study without earning a degree,8,C#;HTML/CSS;Java;JavaScript;SQL;TypeScript;VBA,"Developer, back-end",82198,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",1,Assembly;Bash/Shell/PowerShell;C++;HTML/CSS;Java;JavaScript;PHP;TypeScript,"Developer, front-end",38169,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",6,Bash/Shell/PowerShell;C;C++;C#;F#;Go;HTML/CSS;Java;JavaScript;Objective-C;Python;R;SQL;TypeScript;VBA,"Developer, game or graphics",59162,Employed full-time
Some college/university study without earning a degree,20,Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;Python;SQL;TypeScript,System administrator,72522,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL,Database administrator,45803,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",20,Bash/Shell/PowerShell;C#;Java;Python,"Developer, back-end",91606,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;Objective-C;Swift,"Developer, desktop or enterprise applications",95423,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Go;HTML/CSS;JavaScript;PHP;TypeScript,"Developer, full-stack",45803,Employed full-time
Some college/university study without earning a degree,18,Bash/Shell/PowerShell;C;C#;HTML/CSS;Java;Kotlin;Python;SQL,"Developer, back-end",57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, back-end",42950,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,Bash/Shell/PowerShell;C;C#;Dart;Elixir;Go;HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;R;Ruby;Rust;SQL;Swift;TypeScript;VBA,"Developer, game or graphics",0,Employed full-time
Associate degree,22,Go;Objective-C;Python;SQL,"Engineer, data",198480,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;C;C++;HTML/CSS;Java;JavaScript;SQL,"Developer, back-end",57254,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",29,C++;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript,"Developer, full-stack",80919,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Kotlin;Objective-C;Ruby,DevOps specialist,87789,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",19,C#;TypeScript,"Developer, full-stack",79392,Employed full-time
Some college/university study without earning a degree,11,C#;HTML/CSS;JavaScript;SQL;TypeScript,DevOps specialist,45803,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",21,Assembly;Bash/Shell/PowerShell;C;C++;C#;HTML/CSS;Java;JavaScript;Objective-C;SQL;TypeScript,Designer,91606,Employed full-time
Associate degree,4,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript,"Developer, full-stack",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,Go;HTML/CSS;Java;JavaScript;PHP;SQL,"Developer, back-end",61071,Employed full-time
Some college/university study without earning a degree,8,Elixir;HTML/CSS;JavaScript;Python;Ruby;SQL,"Developer, full-stack",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",7,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,Designer,96187,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,HTML/CSS;JavaScript;PHP;SQL;TypeScript,DevOps specialist,78629,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,"Engineer, site reliability",95423,Employed full-time
Associate degree,20,Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;Python,"Developer, mobile",68705,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",15,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Python;Ruby;SQL,"Developer, full-stack",95423,Employed full-time
Associate degree,3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP,"Developer, front-end",36261,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,C;C++;HTML/CSS;Swift,"Developer, desktop or enterprise applications",76339,Employed full-time
Associate degree,2,C#;HTML/CSS;JavaScript;SQL,"Developer, full-stack",31299,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,C;Python,"Developer, embedded applications or devices",99240,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",6,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;Python;Ruby;Rust;SQL;TypeScript;Other(s):,"Developer, full-stack",99240,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,HTML/CSS;JavaScript;PHP;SQL,"Developer, full-stack",84736,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",8,C#;HTML/CSS;Objective-C;Python,"Developer, mobile",61071,Employed full-time
Associate degree,9,HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, full-stack",48857,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;Dart;JavaScript;Objective-C;Python;Swift,"Developer, embedded applications or devices",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",18,Bash/Shell/PowerShell;C#;HTML/CSS;PHP;SQL;TypeScript;VBA,Scientist,44276,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,C#;HTML/CSS;Java;JavaScript;Kotlin;Python;SQL;TypeScript,"Developer, mobile",76339,Employed full-time
"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",32,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL;Other(s):,Senior executive/VP,114508,Employed full-time
Associate degree,8,C;C++;HTML/CSS;Java;JavaScript;TypeScript,"Developer, full-stack",45803,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",2,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,"Developer, full-stack",47712,Employed full-time
Some college/university study without earning a degree,10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,System administrator,45803,Employed full-time
Some college/university study without earning a degree,6,Bash/Shell/PowerShell;Go;HTML/CSS;Java;JavaScript;PHP;Python;SQL;TypeScript,System administrator,95423,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",23,HTML/CSS;JavaScript;Ruby,"Developer, back-end",151914,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",10,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,DevOps specialist,90079,Employed full-time
Some college/university study without earning a degree,4,Bash/Shell/PowerShell;Java;JavaScript;Python;SQL,"Developer, QA or test",61071,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,HTML/CSS;JavaScript;PHP,"Developer, full-stack",38169,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",9,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,"Developer, full-stack",70995,Employed full-time
Some college/university study without earning a degree,10,Bash/Shell/PowerShell;SQL;VBA,"Developer, full-stack",46566,Employed full-time
Associate degree,5,Bash/Shell/PowerShell;C#;F#;HTML/CSS;JavaScript;SQL;Swift,"Developer, desktop or enterprise applications",80155,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C++;C#;HTML/CSS;Java;JavaScript;PHP;SQL;TypeScript;VBA,"Developer, front-end",54200,Employed full-time
Some college/university study without earning a degree,14,Bash/Shell/PowerShell;Go;HTML/CSS;JavaScript;PHP;Ruby;Rust;SQL;Other(s):,"Developer, back-end",41986,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",3,Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;Swift,"Developer, mobile",53437,Employed full-time
Some college/university study without earning a degree,3,HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Developer, full-stack",47330,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",7,Elixir;HTML/CSS;JavaScript;Ruby;Other(s):,"Developer, front-end",152677,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C#;HTML/CSS;JavaScript;SQL;TypeScript,"Developer, full-stack",57254,Employed full-time
NA,1,Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;VBA,"Developer, front-end",19236,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",13,Bash/Shell/PowerShell;C;C#;HTML/CSS;JavaScript;Python,"Developer, full-stack",95423,Employed full-time
"Master’s degree (MA, MS, M.Eng., MBA, etc.)",8,Bash/Shell/PowerShell;HTML/CSS;JavaScript,Designer,76339,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",10,HTML/CSS;JavaScript,"Developer, full-stack",57254,Employed full-time
NA,5,HTML/CSS;JavaScript,"Developer, embedded applications or devices",37,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",12,HTML/CSS;Java;JavaScript;SQL,Designer,118325,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",35,C;C++;C#;HTML/CSS;Java;JavaScript;Python;SQL,"Developer, back-end",90000,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;Python;SQL,"Developer, full-stack",83972,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",20,Bash/Shell/PowerShell;C#;HTML/CSS;Java;JavaScript;Kotlin;Scala;SQL,"Developer, back-end",61071,Employed full-time
"Other doctoral degree (Ph.D, Ed.D., etc.)",17,JavaScript;PHP;Python;Ruby,"Developer, back-end",95423,Employed full-time
"Bachelor’s degree (BA, BS, B.Eng., etc.)",5,C#;HTML/CSS;SQL,"Developer, back-end",57254,Employed full-time
